sep_index,pp_index,cdaw_sep_id,timestamp,cdaw_start_time,cdaw_max_time,cdaw_evn_max,cme_id,cme_launch_time,cme_1st_app_time,lasco_cme_width,p_cme_width,lasco_linear_speed,p_cme_speed,fl_id,fl_start_time,fl_peak_time,fl_rise_time,fl_lon,fl_lat,fl_goes_class,noaa_ar,noaa_ar_uncertain,harpnum,noaa_pf10MeV,ppf_gt10MeV,ppf_gt30MeV,ppf_gt60MeV,ppf_gt100MeV,fluence_gt10MeV,fluence_gt30MeV,fluence_gt60MeV,fluence_gt100MeV,gsep_pf_gt10MeV,gsep_max_time,m_type2_onset_time,dh_type2_onset_time,noaa-sep_flag,Inst_category,Comments,Notes,Fe_e_p_shock_notes,gsep_notes,slice_start,slice_end
gsep_193,psep_196,cdaw_sep_041,2001-08-09 18:25:00,2001-08-09 19:30:00,2001-08-10 11:55:00,17,lasco_4811,2001-08-09 09:57:07,2001-08-09 10:30:00,175,285,479,479,gid_soho_7331,2001-08-09 10:57:00,2001-08-09 11:22:00,25,14,11,C3.7,,,,17,13.29,1.26,,,621000,152000,,,17.0,2001-08-10 11:55:00,,,1,P,,,,Filament Eruption - SRAG-SEP,2001-08-09 07:30:00,2001-08-11 03:05:00
gsep_194,psep_197,cdaw_sep_042,2001-08-16 00:30:00,2001-08-16 00:45:00,2001-08-16 03:55:00,493,lasco_4839,2001-08-15 23:30:09,2001-08-15 23:54:00,360,180,1575,1575,,,,,180,-20, ,9557,FALSE,,493,523.8,218.88,52.64,11.25,21200000,6390000,1780000,563000,493.0,2001-08-16 03:55:00,,2019-08-16 00:10:00,1,P,,,Fe-poor; ;p-rich; shock passage,Behind Western Limb - SRAG-SEP,2001-08-15 12:45:00,2001-08-17 18:00:00
gsep_195,psep_198,cdaw_sep_043,2001-09-15 12:20:00,2001-09-15 12:05:00,2001-09-15 14:55:00,12,lasco_5007,2001-09-15 10:17:54,2001-09-15 11:54:00,130,248,478,478,gid_soho_7656,2001-09-15 11:04:00,2001-09-15 11:28:00,24,49,-21,M1.5,9608,FALSE,,12,9.49,1.49,0.67,,329000,111000,59200,,11.6,2001-09-15 14:55:00,2019-09-15 11:29:00,2019-09-15 11:50:00,1,P,,,,,2001-09-15 00:05:00,2001-09-16 00:10:00
gsep_196,psep_199,cdaw_sep_044,2001-09-24 11:15:00,2001-09-24 11:40:00,2001-09-25 22:35:00,1820,lasco_5059,2001-09-24 10:16:13,2001-09-24 10:30:00,360,360,2402,2402,gid_soho_7751,2001-09-24 09:32:00,2001-09-24 10:38:00,66,-23,-16,X2.6,9632,TRUE,,12900,9235.54,776.03,70.5,10.56,436000000,58600000,6780000,928000,12900.0,2001-09-25 22:35:00,,2019-09-24 10:45:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2001-09-23 23:40:00,2001-09-27 22:35:00
gsep_197,psep_200,cdaw_sep_045,2001-10-01 13:20:00,2001-10-01 12:15:00,2001-10-02 08:10:00,2360,lasco_5098,2001-10-01 05:20:48,2001-10-01 05:30:00,360,360,1405,1405,gid_soho_7794,2001-10-01 04:41:00,2001-10-01 05:15:00,34,79,-17,M9.1,9628,TRUE,,2360,1602.2,101.93,3.21,,54300000,4240000,423000,,2360.0,2001-10-02 08:10:00,,2019-10-01 05:36:00,1,P,,,Fe-poor; ;p-rich; shock passage,Flare location verified by SRAG-SEP List,2001-10-01 00:15:00,2001-10-03 15:20:00
gsep_198,psep_201,,2001-10-09 17:00:00,,,,lasco_5138,2001-10-09 10:29:10,2001-10-09 11:30:05,360,360,973,973,gid_soho_7844,2001-10-09 10:46:00,2001-10-09 11:13:00,27,-8,-28,M1.4,9653,FALSE,,,5.01,,,,686000,,,,5.4,2001-10-10 08:50:00,,,0,P,,,,,2001-10-09 05:00:00,2001-10-10 17:30:00
gsep_199,psep_202,,2001-10-19 01:55:00,,,,lasco_5178,2001-10-19 00:05:18,2001-10-19 01:27:17,360,360,558,558,gid_soho_7927,2001-10-19 00:47:00,2001-10-19 01:05:00,18,18,16,X1.6,9661,FALSE,,,6.17,1.81,0.74,,239000,75500,31900,,6.65,2001-10-19 06:45:00,,,0,P,,,,,2001-10-18 13:55:00,2001-10-19 17:35:00
gsep_200,psep_203,cdaw_sep_046,2001-10-19 17:45:00,2001-10-19 18:00:00,2001-10-19 22:30:00,12,lasco_5182,2001-10-19 16:07:57,2001-10-19 16:50:00,360,360,901,901,gid_soho_7917,2001-10-19 16:13:00,2001-10-19 16:30:00,17,29,15,X1.6,9661,FALSE,,12,9.53,2.42,0.78,,833000,235000,111000,,11.7,2001-10-19 22:30:00,2019-10-19 16:24:00,2019-10-19 16:45:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2001-10-19 06:00:00,2001-10-20 18:25:00
gsep_201,psep_204,cdaw_sep_047,2001-10-22 16:35:00,2001-10-22 16:45:00,2001-10-22 21:30:00,24,lasco_5194,2001-10-22 14:39:25,2001-10-22 15:06:00,360,360,1336,1336,gid_soho_7950,2001-10-22 14:27:00,2001-10-22 15:08:00,41,-18,-21,M6.7,9672,FALSE,,24,20.59,4.57,1.61,0.73,1520000,548000,243000,115000,24.2,2001-10-22 21:30:00,2019-10-22 14:53:00,2019-10-22 15:15:00,1,P,,,Fe-rich; ;p-rich; ,Reported in DIERCKXSENS ET AL. 2015,2001-10-22 04:45:00,2001-10-23 05:05:00
gsep_202,psep_205,cdaw_sep_048,2001-11-04 16:35:00,2001-11-04 16:40:00,2001-11-06 02:15:00,31700,lasco_5268,2001-11-04 16:05:25,2001-11-04 16:35:00,360,360,1810,1810,gid_soho_8088,2001-11-04 16:03:00,2001-11-04 16:20:00,17,18,6,X1.0,9684,FALSE,,31700,23895.46,4253.31,596.06,86.64,914000000,166000000,21000000,3050000,39900.0,2001-11-06 02:15:00,2019-11-04 16:10:00,2019-11-04 16:30:00,1,S,,,Fe-poor; ;p-rich; shock passage,,2001-11-04 04:40:00,2001-11-07 07:05:00
gsep_203,psep_206,cdaw_sep_049,2001-11-17 01:45:00,2001-11-17 08:50:00,2001-11-20 00:10:00,34,lasco_5296,2001-11-17 04:40:28,2001-11-17 05:30:00,360,360,1379,1379,gid_soho_8223,2001-11-17 04:49:00,2001-11-17 05:25:00,36,-42,-13,M2.8,9704,FALSE,,34,22.83,,,,2370000,,,,34.5,2001-11-20 00:10:00,2019-11-17 05:00:00,2019-11-17 05:20:00,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,2001-11-16 20:50:00,2001-11-21 00:00:00
gsep_204,,cdaw_sep_050,2001-11-22 09:15:00,2001-11-22 21:15:00,2001-11-23 00:55:00,25,lasco_5318,2001-11-22 20:07:53,2001-11-22 20:30:00,360,,1443,,gid_soho_8259,2001-11-22 20:18:00,2001-11-22 20:36:00,18,67,-25,M3.7,9704,FALSE,,25,,,,,,,,,24.8,2001-11-23 00:55:00,2019-11-22 20:22:00,2019-11-22 20:50:00,1,P,,,,,2001-11-22 09:15:00,2001-11-23 01:00:00
gsep_205,psep_207,cdaw_sep_051,2001-11-22 20:50:00,2001-11-23 01:05:00,2001-11-23 14:00:00,4800,lasco_5319,2001-11-22 22:48:55,2001-11-22 23:30:00,360,360,1443,1443,gid_soho_8260,2001-11-22 22:32:00,2001-11-22 23:30:00,58,34,-15,M9.9,9704,FALSE,,4800,13285.65,633.44,26.25,1.84,457000000,37500000,2260000,292000,21400.0,2001-11-24 05:55:00,2019-11-22 22:31:00,2019-11-22 22:40:00,1,S,,,,Flare location verified by SRAG-SEP List,2001-11-22 13:05:00,2001-11-25 00:00:00
gsep_206,psep_208,,2001-12-11 16:15:00,,,,lasco_5391,2001-12-11 09:36:59,2001-12-11 09:54:07,121,121,891,891,gid_soho_8434,2001-12-11 07:58:00,2001-12-11 08:08:00,10,-41,16,X2.8,9733,FALSE,,,2.42,,,,214000,,,,1.8,2001-12-12 10:40:00,,,0,P,,,,,2001-12-11 04:15:00,2001-12-12 16:45:00
gsep_207,psep_209,cdaw_sep_052,2001-12-26 05:45:00,2001-12-26 05:50:00,2001-12-26 11:15:00,780,lasco_5457,2001-12-26 04:57:59,2001-12-26 05:30:00,212,212,1446,1446,gid_soho_8531,2001-12-26 04:32:00,2001-12-26 05:40:00,68,54,8,M7.1,9742,FALSE,,780,615.04,258.42,78.27,22.36,23100000,4800000,1170000,329000,780.0,2001-12-26 11:15:00,2019-12-26 05:02:00,2019-12-26 05:20:00,1,P,,,Fe-rich; ;p-rich; ,,2001-12-25 17:50:00,2001-12-27 15:35:00
gsep_208,psep_210,cdaw_sep_053,2001-12-28 23:40:00,2001-12-29 01:50:00,2001-12-29 08:15:00,76,lasco_5470,2001-12-28 20:01:36,2001-12-28 20:30:00,360,120,2216,2216,gid_soho_8552,2001-12-28 20:02:00,2001-12-28 20:45:00,43,-100,-23,X3.4,9767,FALSE,,76,54.9,3.44,,,1840000,237000,,,76.2,2001-12-29 08:15:00,2019-12-29 19:59:00,2019-12-29 20:30:00,1,P,,,,Peak due to Probable ESP - SRAG-SEP,2001-12-28 13:50:00,2001-12-30 00:40:00
gsep_209,psep_211,cdaw_sep_054,2001-12-30 20:45:00,2001-12-30 21:25:00,2001-12-31 16:20:00,108,,,,,,,,,2001-12-30 13:36:00,2001-12-30 13:48:00,12,43,3,C3.2,9751,FALSE,,108,75.92,4.52,0.87,,14700000,1160000,397000,,108.0,2001-12-31 16:20:00,,,1,P,,,,Flare data from LMSAL; SRAG-SEP considers this as ESP Event,2001-12-30 09:25:00,2002-01-03 20:45:00
gsep_210,psep_212,cdaw_sep_055,2002-01-10 01:00:00,2002-01-10 08:40:00,2002-01-11 05:30:00,92,lasco_5502,2002-01-08 17:41:12,2002-01-08 17:54:00,360, ,1794, ,gid_soho_8635,2002-01-08 17:14:00,2002-01-08 20:25:00,51,-90,,C9.6,,,,92,65.11,2.71,,,6800000,494000,,,91.8,2002-01-11 05:30:00,,2019-01-09 18:30:00,1,P,,,,Filament Eruption - SRAG-SEP,2002-01-09 20:40:00,2002-01-13 12:20:00
gsep_211,psep_213,cdaw_sep_056,2002-01-14 00:30:00,2002-01-15 05:35:00,2002-01-15 20:00:00,15,lasco_5528,2002-01-14 05:25:35,2002-01-14 05:35:00,360,360,1492,1492,gid_soho_8669,2002-01-14 05:29:00,2002-01-14 06:27:00,58,116,-18,M4.4,9767,FALSE,,15,12.22,1.81,,,2270000,411000,,,15.4,2002-01-15 20:00:00,2019-01-14 06:08:00,2019-01-14 06:25:00,1,P,Poor fit for CME launch time,,Fe-poor; ;p-rich; no shock passage,Flare location verified by SRAG-SEP List; Behind Western Limb,2002-01-14 17:35:00,2002-01-16 19:00:00
gsep_212,psep_214,,2002-01-27 13:55:00,,,,lasco_5572,2002-01-27 11:57:52,2002-01-27 12:30:05,360,360,1136,1136,,,,,113,21, ,9795,FALSE,,,7.6,1.79,0.65,,224000,72200,35400,,9.02,2002-01-27 17:10:00,,,0,P,,,Fe-rich; ;p-rich; ,Flare location verified by SRAG-SEP List; Behind Western Limb,2002-01-27 01:55:00,2002-01-28 00:05:00
gsep_213,,cdaw_sep_057,2002-02-20 06:45:00,2002-02-20 06:45:00,2002-02-20 07:55:00,13,lasco_5639,2002-02-20 05:44:57,2002-02-20 06:30:00,360,360,952,952,gid_soho_8904,2002-02-20 05:52:00,2002-02-20 06:12:00,20,72,12,M5.1,9825,FALSE,,13,,,,,,,,,13.5,2002-02-20 07:55:00,2019-02-20 06:15:00,2019-02-20 06:20:00,1,P,,,,Flare location verified by SRAG-SEP List,2002-02-19 18:45:00,2002-02-20 10:55:00
gsep_214,psep_215,cdaw_sep_058,2002-03-16 02:30:00,2002-03-16 08:25:00,2002-03-17 08:50:00,13,lasco_5760,2002-03-15 22:10:55,2002-03-15 23:06:00,360,360,957,957,gid_soho_9055,2002-03-15 22:09:00,2002-03-15 23:10:00,61,3,-8,M2.2,9866,FALSE,,13,38.94,2.41,0.78,,3170000,382000,176000,,13.4,2002-03-17 08:50:00,,2019-03-15 22:45:00,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,2002-03-15 20:25:00,2002-03-18 06:35:00
gsep_215,,cdaw_sep_059,2002-03-18 06:45:00,2002-03-18 06:45:00,2002-03-19 06:50:00,53,lasco_5777,2002-03-18 02:21:07,2002-03-18 02:54:00,360,360,989,989,gid_soho_9075,2002-03-18 02:16:00,2002-03-18 02:31:00,15,30,-10,M1.0,9866,FALSE,,53,,,,,,,,,53.1,2002-03-19 06:50:00,,2019-03-18 02:55:00,1,P,,,,,2002-03-17 18:45:00,2002-03-20 12:45:00
gsep_216,psep_216,cdaw_sep_060,2002-03-20 12:55:00,2002-03-20 13:20:00,2002-03-20 15:25:00,20,,,, , ,,,,,,,,,,,,,20,15.45,,,,498000,,,,19.8,2002-03-20 15:25:00,,,1,P,,,,Flare location removed in SRAG-SEP List; PROBABLE ESP EVENT,2002-03-20 01:20:00,2002-03-21 05:25:00
gsep_217,psep_217,cdaw_sep_061,2002-03-22 13:35:00,2002-03-22 13:50:00,2002-03-23 13:20:00,16,lasco_5802,2002-03-22 10:45:25,2002-03-22 11:06:00,360,130,1750,1750,gid_soho_9096,2002-03-22 10:12:00,2002-03-22 11:14:00,62,92,-9,M1.6,9866,FALSE,,16,12.21,,,,942000,,,,16.2,2002-03-23 13:20:00,2019-03-22 10:47:00,2019-03-22 11:30:00,1,P,,,Fe-poor; ;p-rich; shock passage,Flare location verified by SRAG-SEP List; Halo-CME,2002-03-22 01:50:00,2002-03-24 07:15:00
gsep_218,psep_218,cdaw_sep_062,2002-04-17 11:10:00,2002-04-17 11:35:00,2002-04-17 15:40:00,24,lasco_5955,2002-04-17 07:50:32,2002-04-17 08:26:00,360,360,1240,1240,gid_soho_9312,2002-04-17 07:46:00,2002-04-17 08:24:00,38,34,-14,M2.6,9906,FALSE,,24,18.58,1.67,0.64,,1060000,239000,127000,,24.1,2002-04-17 15:40:00,2019-04-17 08:08:00,2019-04-17 08:30:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2002-04-16 23:35:00,2002-04-18 12:10:00
gsep_219,psep_219,cdaw_sep_063,2002-04-21 01:40:00,2002-04-21 01:45:00,2002-04-21 23:20:00,2520,lasco_5977,2002-04-21 01:11:52,2002-04-21 01:27:00,360,360,2393,2393,gid_soho_9343,2002-04-21 00:43:00,2002-04-21 01:51:00,68,84,-14,X1.5,9906,FALSE,,2520,1822.47,406.24,57,7.59,177000000,33600000,4400000,648000,2520.0,2002-04-21 23:20:00,2019-04-21 01:19:00,2019-04-21 01:30:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2002-04-20 13:45:00,2002-04-23 16:10:00
gsep_220,psep_220,cdaw_sep_064,2002-05-22 06:45:00,2002-05-22 07:10:00,2002-05-23 10:55:00,130,lasco_6147,2002-05-22 03:15:05,2002-05-22 03:50:00,120,120,1557,1557,gid_soho_9549,2002-05-22 03:18:00,2002-05-22 03:54:00,36,53,-22,C5.0,9948,TRUE,,820,574.35,7.09,,,6480000,399000,,,820.0,2002-05-23 10:55:00,,2019-05-22 04:10:00,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,Filament Eruption - SRAG-SEP,2002-05-21 19:10:00,2002-05-24 00:25:00
gsep_221,psep_221,cdaw_sep_065,2002-07-07 12:05:00,2002-07-07 12:45:00,2002-07-07 19:55:00,23,lasco_6319,2002-07-07 10:56:05,2002-07-07 11:30:00,228,85,1423,1423,gid_soho_9766,2002-07-07 11:15:00,2002-07-07 11:43:00,28,109,-18,M1.0,10017,FALSE,,23,17.26,2.56,0.78,,1500000,489000,246000,,22.6,2002-07-07 19:55:00,,2019-07-07 11:35:00,1,P,,,Fe-poor; ;p-rich; no shock passage,Flare location verified by SRAG-SEP List; Behind Western Limb,2002-07-07 00:45:00,2002-07-08 13:05:00
gsep_222,psep_222,cdaw_sep_066,2002-07-16 10:00:00,2002-07-16 10:15:00,2002-07-17 16:00:00,57,lasco_6364,2002-07-15 19:39:54,2002-07-15 20:30:05,360,360,1151,1151,gid_soho_9818,2002-07-15 19:59:00,2002-07-15 20:08:00,9,1,19,X3.0,10030,FALSE,,234,163.94,3.4,0.83,,6720000,441000,158000,,234.0,2002-07-17 16:00:00,,2019-07-15 21:15:00,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,2002-07-15 22:15:00,2002-07-19 00:30:00
gsep_223,,cdaw_sep_067,2002-07-19 08:20:00,2002-07-19 08:20:00,2002-07-19 10:10:00,14,,,,,,,,,2002-07-18 23:08:00,2002-07-18 23:12:00,4,-31,-7,C8.2,10036,FALSE,,14,,,,,,,,,14.2,2002-07-19 10:10:00,,,1,P,"Taken from CDAW -    SOHO shock 19/09:36 UT (unrelated, ?), ACE shock 19/14:50 UT (unrelated, 18/08:06 HCME)",,,Flare data from SOHO/EIT flare catalog Rotti et al. (2020); AR data from LMSAL; ESP event according to  SRAG-SEP,2002-07-18 20:20:00,2002-07-20 05:10:00
gsep_224,psep_223,cdaw_sep_068,2002-07-20 17:55:00,2002-07-21 03:20:00,2002-07-23 10:25:00,28,lasco_6383,2002-07-20 20:43:52,2002-07-20 22:06:00,360,360,1941,1941,gid_soho_9858,2002-07-20 21:04:00,2002-07-20 21:30:00,26,-100,-13,X3.3,,,,28,21.62,2.51,,,7060000,974000,,,28.5,2002-07-23 10:25:00,2019-07-20 21:07:00,2019-07-20 21:30:00,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,Flare location verified by SRAG-SEP List; Behind Eastern Limb event,2002-07-20 15:20:00,2002-07-25 03:55:00
gsep_225,psep_224,cdaw_sep_069,2002-08-14 02:20:00,2002-08-14 02:50:00,2002-08-14 16:20:00,26,lasco_6506,2002-08-14 01:39:20,2002-08-14 02:30:00,133,133,1309,1309,gid_soho_10087,2002-08-14 01:47:00,2002-08-14 02:12:00,25,54,9,M2.3,10061,FALSE,,26,19.17,1.18,,,627000,117000,,,26.4,2002-08-14 16:20:00,2019-08-14 01:57:00,2019-08-14 02:20:00,1,P,,,Fe-rich;e-rich;p-poor; ,,2002-08-13 14:50:00,2002-08-15 03:20:00
gsep_226,psep_225,,2002-08-16 18:05:00,,,,lasco_6522,2002-08-16 12:01:15,2002-08-16 12:30:05,360,360,1585,1585,gid_soho_10106,2002-08-16 11:32:00,2002-08-16 12:32:00,60,-20,-14,M5.2,10069,FALSE,,,4.54,1.07,,,915000,332000,,,4.88,2002-08-17 15:50:00,,,0,P,,,Fe-rich;e-rich;p-poor; ,,2002-08-16 06:05:00,2002-08-18 20:05:00
gsep_227,psep_226,cdaw_sep_070,2002-08-22 02:25:00,2002-08-22 02:40:00,2002-08-22 09:40:00,36,lasco_6561,2002-08-22 01:13:45,2002-08-22 02:06:00,360,48,998,248,gid_soho_10197,2002-08-22 01:47:00,2002-08-22 01:57:00,10,62,-7,M5.4,10069,FALSE,,36,29.6,9.85,2.97,0.92,1440000,397000,134000,52600,36.4,2002-08-22 09:40:00,2019-08-22 01:55:00,2019-08-22 02:45:00,1,P,,,Fe-rich; ;p-rich; ,,2002-08-21 14:40:00,2002-08-23 03:25:00
gsep_228,psep_227,cdaw_sep_071,2002-08-24 01:15:00,2002-08-24 01:30:00,2002-08-24 08:35:00,317,lasco_6580,2002-08-24 00:51:41,2002-08-24 01:27:00,360,360,1913,1913,gid_soho_10218,2002-08-24 00:49:00,2002-08-24 01:12:00,23,81,-2,X3.1,10069,FALSE,,317,241.41,104.46,39.6,15.58,19900000,3060000,855000,296000,317.0,2002-08-24 08:35:00,2019-08-24 01:09:00,2019-08-24 01:45:00,1,P,,,Fe-rich; ;p-rich; ,,2002-08-23 13:30:00,2002-08-26 15:45:00
gsep_229,psep_228,cdaw_sep_072,2002-09-06 01:05:00,2002-09-06 03:50:00,2002-09-07 16:50:00,28,lasco_6660,2002-09-05 16:26:16,2002-09-05 16:54:00,360,360,1748,1748,gid_soho_10331,2002-09-05 16:18:00,2002-09-05 17:06:00,48,-28,9,C5.2,10102,FALSE,,208,145.94,2.86,,,2340000,289000,,,208.0,2002-09-07 16:50:00,2019-09-05 16:35:00,2019-09-05 16:55:00,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,2002-09-05 15:50:00,2002-09-08 15:35:00
gsep_230,psep_229,,2002-11-01 18:40:00,,,,,,, , , , ,,2002-11-01 11:00:00,2002-11-01 11:03:00,3,-11,-19,C6.6,10198,FALSE,,,2.54,,,,191000,,,,2.13,2002-11-02 00:15:00,,,0,P,,,,Flare data from LMSAL; SRAG-SEP considers this as probable behind the Sun event.,2002-11-01 06:40:00,2002-11-04 09:10:00
gsep_231,psep_230,cdaw_sep_073,2002-11-09 14:00:00,2002-11-09 15:25:00,2002-11-10 05:40:00,404,lasco_7004,2002-11-09 13:06:02,2002-11-09 13:31:00,360,360,1838,1838,gid_soho_10820,2002-11-09 13:08:00,2002-11-09 13:23:00,15,29,-12,M4.6,10180,FALSE,,404,278,8.04,0.87,,8290000,457000,126000,,404.0,2002-11-10 05:40:00,2019-11-09 13:17:00,2019-11-09 13:20:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2002-11-09 03:25:00,2002-11-11 07:40:00
gsep_232,psep_231,,2002-11-25 05:40:00,,,,lasco_7072,2002-11-24 19:52:15,2002-11-24 20:30:05,360,360,1077,1077,,2002-11-24 18:47:00,2002-11-24 19:18:00,31,-27,10,C1.8,,,,,2.73,,,,325000,,,,2.22,2002-11-27 05:00:00,,,0,P,,,Fe-poor; ; ; slow rise-peak at the shock,Flare location verified by SRAG-SEP List; Peak observed post-shock.,2002-11-24 17:40:00,2002-11-27 10:00:00
gsep_233,psep_232,,2002-12-20 00:00:00,,,,lasco_7151,2002-12-19 21:16:28,2002-12-19 22:06:05,360,360,1092,1092,gid_soho_11074,2002-12-19 21:34:00,2002-12-19 21:53:00,19,10,16,M2.7,10229,FALSE,,,3.86,,,,127000,,,,4.22,2002-12-20 02:15:00,,,0,P,,,Fe-rich;e-rich;p-poor; ,,2002-12-19 12:00:00,2002-12-21 00:00:00
gsep_234,psep_233,cdaw_sep_074,2003-05-28 05:25:00,2003-05-28 04:15:00,2003-05-29 15:30:00,31,lasco_7763,2003-05-28 00:13:14,2003-05-28 00:50:00,360,360,1366,1366,gid_soho_11658,2003-05-28 00:17:00,2003-05-28 00:27:00,10,20,-7,X3.6,10365,FALSE,,121,86.55,2.4,0.69,0.52,2740000,272000,116000,60700,121.0,2003-05-29 15:30:00,2019-05-28 00:26:00,2019-05-28 01:00:00,1,P,,,Fe-rich;e-rich;p-poor; ,Flare location verified by SRAG-SEP List; Peak observed post-shock.,2003-05-27 16:15:00,2003-05-30 07:25:00
gsep_235,psep_234,cdaw_sep_075,2003-05-31 02:40:00,2003-05-31 03:00:00,2003-05-31 06:45:00,27,lasco_7772,2003-05-31 02:14:04,2003-05-31 02:30:00,360,360,1835,1835,gid_soho_11678,2003-05-31 02:13:00,2003-05-31 02:24:00,11,65,-7,M9.3,10365,FALSE,,27,22.46,5.43,1.69,0.58,810000,187000,59200,22900,27.0,2003-05-31 06:45:00,2019-05-31 02:20:00,2019-05-31 03:00:00,1,P,,,Fe-rich;e-rich;p-poor; ,,2003-05-30 15:00:00,2003-05-31 23:30:00
gsep_236,psep_235,cdaw_sep_076,2003-06-18 00:50:00,2003-06-18 09:15:00,2003-06-19 04:50:00,24,lasco_7836,2003-06-17 22:32:29,2003-06-17 23:18:00,360,360,1813,1813,gid_soho_11823,2003-06-17 22:27:00,2003-06-17 22:55:00,28,-58,-8,M6.8,10386,FALSE,,24,24.71,0.89,,,2240000,167000,,,16.0,2003-06-19 06:20:00,2019-06-17 22:48:00,2019-06-17 22:50:00,1,S,,Missing recordings of a channel,,Flare location verified by SRAG-SEP List; Data Gaps,2003-06-17 21:15:00,2003-06-19 09:00:00
gsep_237,psep_236,,2003-10-23 00:45:00,,,,lasco_8143,2003-10-22 08:29:04,2003-10-22 08:30:32,267,267,719,719,gid_soho_12289,2003-10-22 09:37:00,2003-10-22 09:56:00,19,-89,-16,M1.7,10486,FALSE,,,5.62,,,,440000,,,,2.6,2003-10-23 13:45:00,,,0,P,Poor fit for CME launch time ,,,,2003-10-22 12:45:00,2003-10-24 17:35:00
gsep_238,psep_237,cdaw_sep_077,2003-10-26 17:40:00,2003-10-26 18:00:00,2003-10-26 22:35:00,466,lasco_8163,2003-10-26 17:33:39,2003-10-26 17:54:00,171,171,1537,1537,gid_soho_12323,2003-10-26 17:21:00,2003-10-26 18:19:00,58,38,2,X1.2,10484,FALSE,,466,458.32,25.43,2.77,0.65,13800000,960000,128000,37900,466.0,2003-10-26 22:35:00,2019-10-26 17:35:00,2019-10-26 17:45:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2003-10-26 06:00:00,2003-10-27 18:30:00
gsep_239,psep_238,cdaw_sep_078,2003-10-28 11:35:00,2003-10-28 11:45:00,2003-10-29 06:15:00,5780,lasco_8174,2003-10-28 11:01:36,2003-10-28 11:30:00,360,360,2459,2459,gid_soho_12344,2003-10-28 09:51:00,2003-10-28 11:10:00,79,-8,-16,X17.2,10486,FALSE,,29500,25849.21,3098.57,388.29,50.17,839000000,148000000,18200000,2480000,29500.0,2003-10-29 06:15:00,2019-10-28 11:02:00,2019-10-28 11:10:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2003-10-27 23:45:00,2003-10-29 21:35:00
gsep_240,psep_239,cdaw_sep_079,2003-10-29 21:45:00,2003-10-29 21:55:00,2003-10-30 19:35:00,2790,lasco_8176,2003-10-29 20:35:38,2003-10-29 20:54:00,360,360,2029,2029,gid_soho_12347,2003-10-29 20:37:00,2003-10-29 20:49:00,12,2,-15,X10.0,10486,FALSE,,3300,3238.28,613.87,151.22,42.72,158000000,27300000,5370000,1240000,3300.0,2003-10-30 19:35:00,2019-10-29 20:40:00,2019-10-29 20:55:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2003-10-29 09:55:00,2003-10-31 10:45:00
gsep_241,,cdaw_sep_080,2003-11-02 10:55:00,2003-11-02 10:55:00,2003-11-02 14:15:00,30,lasco_8185,2003-11-02 09:00:23,2003-11-02 09:30:00,360,360,2036,2036,,,,,,,,,,,30,,,,,,,,,30.1,2003-11-02 14:15:00,2019-11-02 09:16:00,2019-11-02 09:23:00,1,P,,,,Behind Western Limb - SRAG-SEP,2003-11-01 22:55:00,2003-11-02 17:10:00
gsep_242,psep_240,cdaw_sep_081,2003-11-02 17:20:00,2003-11-02 17:35:00,2003-11-03 08:15:00,1570,lasco_8187,2003-11-02 17:15:24,2003-11-02 17:30:00,360,360,2598,2598,gid_soho_12383,2003-11-02 17:03:00,2003-11-02 17:25:00,22,56,-14,X8.3,10486,FALSE,,1570,1445.06,287.93,62.64,20,108000000,9610000,1370000,300000,1570.0,2003-11-03 08:15:00,2019-11-02 17:14:00,2019-11-02 17:30:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2003-11-02 05:35:00,2003-11-04 19:30:00
gsep_243,psep_241,cdaw_sep_082,2003-11-04 21:40:00,2003-11-04 22:15:00,2003-11-05 06:00:00,353,lasco_8194,2003-11-04 19:38:23,2003-11-04 19:54:00,360,360,2657,2657,gid_soho_12396,2003-11-04 19:29:00,2003-11-04 19:50:00,21,83,-19,X28.0,10486,FALSE,,353,326.98,34.65,3.53,1.16,16900000,1870000,324000,107000,353.0,2003-11-05 06:00:00,2019-11-04 19:42:00,2019-11-04 20:00:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2003-11-04 10:15:00,2003-11-06 23:10:00
