sep_index,pp_index,cdaw_sep_id,timestamp,cdaw_start_time,cdaw_max_time,cdaw_evn_max,cme_id,cme_launch_time,cme_1st_app_time,lasco_cme_width,p_cme_width,lasco_linear_speed,p_cme_speed,fl_id,fl_start_time,fl_peak_time,fl_rise_time,fl_lon,fl_lat,fl_goes_class,noaa_ar,noaa_ar_uncertain,harpnum,noaa_pf10MeV,ppf_gt10MeV,ppf_gt30MeV,ppf_gt60MeV,ppf_gt100MeV,fluence_gt10MeV,fluence_gt30MeV,fluence_gt60MeV,fluence_gt100MeV,gsep_pf_gt10MeV,gsep_max_time,m_type2_onset_time,dh_type2_onset_time,noaa-sep_flag,Inst_category,Comments,Notes,Fe_e_p_shock_notes,gsep_notes,slice_start,slice_end
gsep_140,psep_145,cdaw_sep_004,1998-05-02 13:45:00,1998-05-02 14:00:00,1998-05-02 16:50:00,146,lasco_910,1998-05-02 13:07:02,1998-05-02 14:06:00,360,360,938,938,gid_soho_569,1998-05-02 13:31:00,1998-05-02 13:42:00,11,15,-15,X1.1,8210,FALSE,,146,121.9,39.13,13.69,5.5,4540000,1470000,533000,217000,149.0,1998-05-02 16:55:00,2019-05-02 13:41:00,2019-05-02 14:25:00,1,P,,,Fe-rich; ;p-rich; ,,1998-05-02 02:00:00,1998-05-03 04:25:00
gsep_141,psep_146,cdaw_sep_005,1998-05-06 08:15:00,1998-05-06 08:25:00,1998-05-06 09:45:00,207,lasco_923,1998-05-06 07:49:51,1998-05-06 08:29:00,190,248,1099,792,gid_soho_601,1998-05-06 07:58:00,1998-05-06 08:09:00,11,65,-11,X2.7,8210,TRUE,,207,173.59,33.53,8.16,2.45,2760000,667000,236000,103000,239.0,1998-05-06 09:45:00,2019-05-06 08:05:00,2019-05-06 08:15:00,1,P,,,Fe-rich; ;p-rich; ,,1998-05-05 20:25:00,1998-05-06 14:35:00
gsep_142,psep_147,cdaw_sep_006,1998-05-09 05:30:00,1998-05-09 06:20:00,1998-05-09 23:05:00,11,lasco_941,1998-05-09 03:20:37,1998-05-09 03:35:00,178,178,2331,2331,gid_soho_629,1998-05-09 03:04:00,1998-05-09 03:40:00,36,102,-11,M7.7,8210,TRUE,,11,10.49,2.33,,,902000,331000,,,12.3,1998-05-10 00:20:00,2019-05-09 03:26:00,2019-05-09 03:35:00,1,P,,,Fe-rich; ;p-rich; ,,1998-05-08 18:20:00,1998-05-10 14:50:00
gsep_143,psep_148,,1998-06-16 21:00:00,,,,lasco_1094,1998-06-16 17:50:27,1998-06-16 18:27:05,281,100,1484,1484,gid_soho_749,1998-06-16 18:03:00,1998-06-16 18:42:00,39,115,17,M1.0,,,,,3.38,1.54,,,748000,417000,,,2.21,1998-06-18 03:35:00,,,0,P,,,,,1998-06-16 09:00:00,1998-06-18 12:30:00
gsep_144,psep_149,,1998-08-21 21:50:00,,,,,,,, , , ,,1998-08-21 23:57:00,1998-08-22 00:09:00,11,-51,42,M9.0,8307,FALSE,,,4.16,,,,684000,,,,3.39,1998-08-23 06:35:00,,,0,P,,,,Flare location verified by SRAG-SEP List,1998-08-21 09:50:00,1998-08-23 15:30:00
gsep_145,psep_150,cdaw_sep_007,1998-08-24 22:55:00,1998-08-24 23:10:00,1998-08-26 10:55:00,187,,,,,,,,gid_soho_1088,1998-08-24 21:50:00,1998-08-24 22:12:00,22,-9,35,X1.0,8307,FALSE,,665,475.22,26.87,5.88,2.27,33500000,3020000,690000,276000,665.0,1998-08-26 10:55:00,2019-08-24 22:03:00,2019-08-24 22:05:00,1,P,,,Fe-rich; ;p-rich; ,AR verified by SRAG-SEP List,1998-08-24 11:10:00,1998-08-27 23:55:00
gsep_146,psep_151,cdaw_sep_008,1998-09-24 17:25:00,1998-09-23 14:20:00,1998-09-25 01:30:00,1,,,,, , , ,gid_soho_1088,1998-09-23 06:40:00,1998-09-23 07:13:00,33,-9,18,M7.1,8340,FALSE,,44,33.32,1.58,,,466000,106000,,,44.1,1998-09-25 01:30:00,2019-09-23 06:57:00,2019-09-23 07:20:00,1,P,,,,ESP event according to  SRAG-SEP,1998-09-23 02:20:00,1998-09-26 07:00:00
gsep_147,psep_152,cdaw_sep_009,1998-09-30 14:10:00,1998-09-30 14:20:00,1998-10-01 00:25:00,1160,,,,, , , ,gid_soho_1114,1998-09-30 13:08:00,1998-09-30 13:50:00,42,81,23,M2.8,8340,FALSE,,1160,802.19,78.5,8.25,1.59,32300000,2510000,445000,168000,1160.0,1998-10-01 00:25:00,2019-09-30 13:22:00,2019-09-30 13:20:00,1,P,,,Fe-rich; ;p-rich; ,Flare location verified by SRAG-SEP List,1998-09-30 02:20:00,1998-10-01 23:30:00
gsep_148,psep_153,,1998-10-18 22:45:00,,,,,,,, , , ,,1998-10-18 01:34:00,1998-10-18 01:42:00,8,58,21,M2.4,8358,FALSE,,,4.79,1.73,,,412000,204000,,,4.24,1998-10-19 07:10:00,,,0,P,,,Fe-rich;e-rich;p-poor; ,Flare data from SOHO/EIT flare catalog Rotti et al. (2020),1998-10-18 10:45:00,1998-10-19 23:15:00
gsep_149,psep_154,,1998-11-05 23:20:00,,,,lasco_1187,1998-11-05 20:00:42,1998-11-05 20:44:02,360,360,1118,1118,gid_soho_1224,1998-11-05 19:00:00,1998-11-05 19:55:00,55,18,22,M8.4,8375,TRUE,,,9.65,,,,967000,,,,9.55,1998-11-06 13:05:00,,,0,P,,,Fe-poor; ; ; slow rise-peak at the shock,,1998-11-05 11:20:00,1998-11-07 00:00:00
gsep_150,,cdaw_sep_010,1998-11-07 22:25:00,1998-11-07 22:25:00,1998-11-08 02:45:00,11,,,,,,,,,1998-11-08 02:12:00,1998-11-08 02:24:00,12,50,27,C2.5,8375,FALSE,,11,,,,,,,,,10.6,1998-11-08 02:45:00,,,1,P,"Taken from CDAW -    ACE shock 08/04:00 UT (unrelated, 05/20:44 HCME)",,,Flare data from SOHO/EIT flare catalog Rotti et al. (2020);,1998-11-07 10:25:00,1998-11-08 15:10:00
gsep_151,psep_155,cdaw_sep_011,1998-11-14 06:10:00,1998-11-14 06:30:00,1998-11-14 12:45:00,314,,,,, , , ,gid_soho_1301,1998-11-14 05:00:00,1998-11-14 05:08:00,8,127,28,C1.3,8375,FALSE,,314,245.35,51.97,11.01,2.59,9180000,2070000,542000,191000,314.0,1998-11-14 12:45:00,2019-11-14 05:06:00,2019-11-14 05:10:00,1,P,,,Fe-rich; ;p-rich; ,Flare location verified by SRAG-SEP List,1998-11-13 18:30:00,1998-11-15 15:00:00
gsep_152,psep_156,cdaw_sep_012,1999-01-20 22:25:00,1999-01-20 22:50:00,1999-01-23 11:53:00,14,,,,, , , ,gid_soho_1785,1999-01-20 19:06:00,1999-01-20 20:04:00,58,-95,27,M5.2,,,,14,11.76,1.91,0.9,,1850000,624000,324000,,14.1,1999-01-23 11:35:00,2019-01-20 19:14:00,2019-01-20 19:18:00,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,Flare location verified by SRAG-SEP List; Behind Eastern Limb,1999-01-20 10:50:00,1999-01-24 00:00:00
gsep_153,psep_157,cdaw_sep_013,1999-04-24 14:25:00,1999-04-24 15:30:00,1999-04-25 00:55:00,32,lasco_1510,1999-04-24 12:54:22,1999-04-24 13:31:00,360,360,1495,1495,,,,,130,22, ,8517,FALSE,,32,24.2,2.58,,,1450000,303000,,,31.8,1999-04-25 00:55:00,,2019-04-24 13:50:00,1,P,,,Fe-poor; ;p-rich; no shock passage,Flare location verified by SRAG-SEP List,1999-04-24 03:30:00,1999-04-25 13:45:00
gsep_154,psep_158,cdaw_sep_014,1999-05-03 22:00:00,1999-05-04 03:00:00,1999-05-05 19:55:00,14,lasco_1537,1999-05-03 05:43:25,1999-05-03 06:06:00,360,360,1584,1584,gid_soho_2121,1999-05-03 05:36:00,1999-05-03 06:02:00,26,-32,15,M4.4,8525,FALSE,,14,11.56,,,,1390000,,,,14.0,1999-05-05 19:55:00,2019-05-03 05:50:00,2019-05-03 05:50:00,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,1999-05-03 15:00:00,1999-05-06 23:55:00
gsep_155,psep_159,,1999-05-27 11:15:00,,,,lasco_1607,1999-05-27 10:32:55,1999-05-27 11:06:05,360,360,1691,1691,gid_soho_2265,,,,144,25,,8549,,,,8.18,2.15,,,446000,199000,,,9.02,1999-05-27 14:10:00,,,0,P,,,Fe-poor; ;p-rich; no shock passage,Flare location verified by SRAG-SEP List; Behind Western Limb,1999-05-26 23:15:00,1999-05-27 23:45:00
gsep_156,psep_160,cdaw_sep_015,1999-06-01 20:35:00,1999-06-01 21:00:00,1999-06-02 10:10:00,48,lasco_1622,1999-06-01 18:26:32,1999-06-01 19:37:00,360,360,1772,1772,gid_soho_2300,,,,,,,,,,48,36.79,5.54,1.42,0.67,2830000,507000,180000,84400,48.2,1999-06-02 10:10:00,,2019-06-01 18:50:00,1,P,,,Fe-rich; ;p-rich; ,Behind Western Limb - SRAG-SEP,1999-06-01 09:00:00,1999-06-03 23:55:00
gsep_157,psep_161,cdaw_sep_016,1999-06-04 08:20:00,1999-06-04 08:30:00,1999-06-04 10:55:00,64,lasco_1634,1999-06-04 06:38:43,1999-06-04 07:26:00,150,150,2230,2230,gid_soho_2327,1999-06-04 06:52:00,1999-06-04 07:03:00,11,69,17,M3.9,8552,FALSE,,64,46.24,3.42,0.95,,3360000,525000,235000,,64.0,1999-06-04 10:55:00,2019-06-04 07:02:00,2019-06-04 07:05:00,1,P,,,Fe-rich; ;p-rich; ,,1999-06-03 20:30:00,1999-06-05 17:40:00
gsep_158,psep_162,cdaw_sep_017,2000-02-18 08:45:00,2000-02-18 10:05:00,2000-02-18 12:15:00,13,lasco_2498,2000-02-17 19:51:47,2000-02-18 21:54:00,118,118,890,890,gid_soho_3872,,,,103,27,,8858,FALSE,,13,10.79,2.72,0.95,0.53,372000,114000,51800,26200,13.0,2000-02-18 12:15:00,2019-02-18 09:19:00,2019-02-18 09:38:00,1,P,,,Fe-rich; ;p-rich; ,CME and flare location verified by SRAG-SEP List; Flaring AR Behind SUN,2000-02-17 22:05:00,2000-02-18 17:25:00
gsep_159,psep_163,cdaw_sep_018,2000-04-04 16:55:00,2000-04-04 17:00:00,2000-04-05 09:30:00,55,lasco_2735,2000-04-04 14:42:31,2000-04-04 16:32:00,360,360,1188,1188,gid_soho_4317,2000-04-04 15:12:00,2000-04-04 15:41:00,29,66,16,C9.7,8933,FALSE,,55,39.25,1.44,,,2330000,231000,,,55.8,2000-04-05 09:30:00,2019-04-04 15:25:00,2019-04-04 15:45:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2000-04-04 05:00:00,2000-04-06 02:35:00
gsep_160,psep_164,,2000-05-15 22:05:00,,,,lasco_2941,2000-05-15 15:36:07,2000-05-15 16:26:05,165,165,1212,1212,gid_soho_4571,2000-05-15 15:46:00,2000-05-15 16:01:00,15,67,-24,C7.8,8993,FALSE,,,2.38,,,,239000,,,,1.86,2000-05-16 01:25:00,,,0,P,,,Fe-rich;e-rich;p-poor; ,Multiple rises until 18th May,2000-05-15 10:05:00,2000-05-17 07:25:00
gsep_161,psep_165,cdaw_sep_019,2000-06-06 21:00:00,2000-06-06 22:20:00,2000-06-08 09:40:00,84,lasco_3041,2000-06-06 15:11:52,2000-06-06 15:54:00,360,360,1119,1119,gid_soho_4756,2000-06-06 14:58:00,2000-06-06 15:25:00,27,-18,20,X2.3,9026,FALSE,,84,60.14,1.62,,,3760000,277000,,,84.3,2000-06-08 09:40:00,2019-06-06 15:16:00,2019-06-06 15:20:00,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,2000-06-06 10:20:00,2000-06-09 11:30:00
gsep_162,psep_166,cdaw_sep_020,2000-06-10 17:00:00,2000-06-10 17:40:00,2000-06-10 20:45:00,46,lasco_3066,2000-06-10 16:34:39,2000-06-10 17:08:00,360,360,1108,1108,gid_soho_4785,2000-06-10 16:40:00,2000-06-10 17:02:00,22,38,22,M5.2,9026,FALSE,,46,35.26,9.83,2.85,0.85,1530000,314000,106000,45800,46.0,2000-06-10 20:45:00,2019-06-10 16:55:00,2019-06-10 17:15:00,1,P,,,Fe-rich; ;p-rich; ,,2000-06-10 05:40:00,2000-06-11 18:00:00
gsep_163,psep_167,,2000-06-25 11:35:00,,,,lasco_3143,2000-06-25 07:34:44,2000-06-25 07:54:13,165,165,1617,1617,gid_soho_4884,2000-06-25 07:17:00,2000-06-25 07:52:00,35,55,16,M1.9,9046,FALSE,,,4.3,,,,553000,,,,4.57,2000-06-26 01:30:00,,,0,P,,,Fe-poor; ;p-rich; no shock passage,,2000-06-24 23:35:00,2000-06-26 12:25:00
gsep_164,psep_168,,2000-07-12 19:40:00,,,,lasco_3248,2000-07-12 19:44:17,2000-07-12 20:30:05,101,101,820,820,gid_soho_5002,2000-07-12 18:41:00,2000-07-12 18:49:00,8,64,16,M5.7,9070,FALSE,,,7.32,,,,327000,,,,8.61,2000-07-13 15:05:00,,,0,P,,,,Probable ESP - SRAG-SEP,2000-07-12 07:40:00,2000-07-13 16:30:00
gsep_165,psep_169,cdaw_sep_021,2000-07-14 10:15:00,2000-07-14 10:35:00,2000-07-15 12:30:00,24000,lasco_3258,2000-07-14 10:17:40,2000-07-14 10:54:00,360,360,1674,1674,gid_soho_5021,2000-07-14 10:03:00,2000-07-14 10:24:00,21,7,22,X5.7,9077,FALSE,,24000,18133.72,3467.59,639.84,203.39,39600000,217000000,33300000,6610000,24000.0,2000-07-15 12:30:00,2019-07-14 10:19:00,2019-07-14 10:30:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2000-07-13 22:35:00,2000-07-16 03:55:00
gsep_166,psep_170,cdaw_sep_022,2000-07-22 11:50:00,2000-07-22 12:25:00,2000-07-23 14:05:00,17,lasco_3282,2000-07-22 11:10:54,2000-07-22 11:54:00,229,259,1230,1230,gid_soho_5108,2000-07-22 11:17:00,2000-07-22 11:34:00,17,56,14,M3.7,9085,FALSE,,17,14.07,3.38,0.99,0.49,629000,157000,71000,36600,17.6,2000-07-22 14:05:00,2019-07-22 11:25:00,2019-07-22 11:45:00,1,P,,,Fe-poor; ;p-rich; no shock passage,,2000-07-22 00:25:00,2000-07-23 05:30:00
gsep_167,psep_171,cdaw_sep_023,2000-07-28 00:55:00,2000-07-28 01:45:00,2000-07-28 05:20:00,12,lasco_3301,2000-07-27 19:03:38,2000-07-27 19:54:00,360,360,905,905,,,,,126,14, ,9085,FALSE,,12,15.71,1.31,,,615000,161000,,,21.2,2000-07-28 06:55:00,,,1,P,Uncertain C or M-class flare,,,Probable ESP - SRAG-SEP,2000-07-27 13:45:00,2000-07-28 18:35:00
gsep_168,,cdaw_sep_024,2000-08-11 14:30:00,2000-08-11 14:30:00,2000-08-11 16:55:00,17,,,,,,,,,2000-08-11 10:48:00,2000-08-11 11:00:00,12,35,5,C3.0,,,,17,,,,,,,,,17.5,2000-08-11 16:55:00,,,1,P,"Taken from CDAW -   SOHO shock 11/18:19 UT (unrelated, 09/16:30 HCME)",,,Flare data from SOHO/EIT flare catalog Rotti et al. (2020); Probable ESP - SRAG-SEP,2000-08-11 02:30:00,2000-08-11 19:20:00
gsep_169,psep_172,,2000-08-13 00:45:00,,,,lasco_3382,2000-08-12 14:45:44,2000-08-12 15:54:05,117,117,499,499,,2000-08-12 09:45:00,2000-08-12 09:56:00,11,,,M1.1,,,,,4.34,,,,274000,,,,4.92,2000-08-13 06:35:00,,,0,P,,,,Ambiguous Event - SRAG-SEP,2000-08-12 12:45:00,2000-08-13 17:25:00
gsep_170,psep_173,cdaw_sep_025,2000-09-12 14:00:00,2000-09-12 13:50:00,2000-09-13 03:40:00,321,lasco_3525,2000-09-12 11:37:54,2000-09-12 11:54:00,360,360,1550,1550,gid_soho_5378,2000-09-12 11:31:00,2000-09-12 12:13:00,42,9,-17,M1.0,9163,TRUE,,321,222.17,6.74,1.05,0.47,15700000,963000,270000,118000,321.0,2000-09-13 03:40:00,2019-09-12 11:33:00,2019-09-12 12:00:00,1,P,,,Fe-rich; ;p-rich; ,,2000-09-12 01:50:00,2000-09-14 07:30:00
gsep_171,psep_174,cdaw_sep_026,2000-10-16 08:00:00,2000-10-16 08:10:00,2000-10-16 18:40:00,15,lasco_3685,2000-10-16 06:40:53,2000-10-16 07:27:00,360,360,1336,1336,gid_soho_5632,2000-10-16 06:40:00,2000-10-16 07:28:00,48,107,4,M2.5,9182,TRUE,,15,12.05,3.1,0.85,0.45,1340000,371000,165000,84700,15.1,2000-10-16 18:40:00,2019-10-16 07:08:00,2019-10-16 07:10:00,1,P,,,Fe-rich; ;p-rich; ,Behind Western Limb - SRAG-SEP,2000-10-15 20:10:00,2000-10-17 17:30:00
gsep_172,psep_175,cdaw_sep_027,2000-10-25 12:55:00,2000-10-25 13:35:00,2000-10-26 03:40:00,15,lasco_3714,2000-10-25 08:43:45,2000-10-25 08:26:00,360,360,770,770,gid_soho_5665,2000-10-25 08:45:00,2000-10-25 11:25:00,160,,,C4.0,,,,15,11.82,1.39,,,968000,208000,,,15.4,2000-10-26 03:40:00,,2019-10-25 09:30:00,1,P,Poor fit for CME launch time,,Fe-poor; ;p-rich; no shock passage,Behind Western Limb - SRAG-SEP,2000-10-25 01:35:00,2000-10-27 06:35:00
gsep_173,psep_176,,2000-10-30 11:40:00,,,,,,, , , , ,gid_soho_5697,2000-10-29 01:28:00,2000-10-29 01:57:00,29,-35,-25,M4.4,9209,FALSE,,,4.08,,,,531000,,,,4.35,2000-11-01 03:45:00,,,0,P,LASCO data gap,,,,2000-10-29 23:40:00,2000-11-01 12:40:00
gsep_174,psep_177,cdaw_sep_028,2000-11-08 23:20:00,2000-11-08 23:35:00,2000-11-09 15:55:00,14800,lasco_3766,2000-11-08 22:42:50,2000-11-08 23:06:00,170,170,1738,1738,gid_soho_5736,2000-11-08 22:42:00,2000-11-08 23:28:00,46,77,10,M7.4,9213,FALSE,,14800,10989.65,3053.99,650.54,116,708000000,167000000,28800000,4680000,14800.0,2000-11-09 15:55:00,2019-11-08 23:15:00,2019-11-08 23:20:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2000-11-08 11:35:00,2000-11-10 14:50:00
gsep_175,psep_178,,2000-11-24 06:00:00,,,,lasco_3848,2000-11-24 05:01:25,2000-11-24 05:30:05,360,360,1289,1289,gid_soho_5855,2000-11-24 04:55:00,2000-11-24 05:02:00,7,5,23,X2.0,9236,FALSE,,,10.19,2.6,0.94,0.43,194000,61700,24100,10500,12.1,2000-11-24 15:25:00,,,0,P,,,Fe-poor; ;p-rich; no shock passage,,2000-11-23 18:00:00,2000-11-24 15:50:00
gsep_176,psep_179,cdaw_sep_029,2000-11-24 15:55:00,2000-11-24 15:15:00,2000-11-24 21:20:00,94,lasco_3854,2000-11-24 14:59:12,2000-11-24 15:30:00,360,360,1245,1245,gid_soho_5854,2000-11-24 14:51:00,2000-11-24 15:13:00,22,7,22,X2.3,9236,FALSE,,94,68.85,10.14,2.35,0.72,2550000,356000,95200,34700,94.0,2000-11-24 21:20:00,2019-11-24 15:07:00,2019-11-24 15:25:00,1,P,,,Fe-rich; ;p-rich; ,,2000-11-24 03:15:00,2000-11-25 08:00:00
gsep_177,psep_180,cdaw_sep_030,2000-11-26 00:05:00,2000-11-26 01:00:00,2000-11-26 20:30:00,942,lasco_3856,2000-11-25 01:04:04,2000-11-25 01:31:58,360,360,2519,2519,gid_soho_5864,2000-11-25 00:59:00,2000-11-25 01:31:00,32,-50,7,M8.2,9240,FALSE,,942,669.89,53.88,4.52,0.63,23900000,1880000,243000,61100,942.0,2000-11-26 20:30:00,,,1,P,,,,"Reported in DIERCKXSENS ET AL. 2015 with Flare Coordinates (-50, -7)",2000-11-25 13:00:00,2000-11-28 02:05:00
gsep_178,psep_181,,2001-01-21 19:20:00,,,,lasco_4050,2001-01-21 18:49:57,2001-01-20 21:30:00,360,360,1507,1507,,2001-01-20 21:06:00,2001-01-20 21:20:00,14,-46,-7,M7.7,9313,FALSE,,,3.42,1.01,0.55,,563000,222000,122000,,3.17,2001-01-22 13:50:00,,,0,P,,,,,2001-01-21 07:20:00,2001-01-23 20:40:00
gsep_179,psep_182,cdaw_sep_031,2001-01-28 16:45:00,2001-01-28 17:15:00,2001-01-29 06:55:00,49,lasco_4078,2001-01-28 15:51:33,2001-01-28 15:54:00,360,360,916,916,gid_soho_6308,2001-01-28 15:40:00,2001-01-28 16:00:00,20,59,-4,M1.5,9313,TRUE,,49,36.73,4.5,1.02,0.45,2360000,377000,140000,66800,48.9,2001-01-29 06:55:00,,2019-01-28 15:45:00,1,P,,,Fe-rich; ;p-rich; ,CME and flare location verified as in SRAG-SEP List,2001-01-28 05:15:00,2001-01-30 10:25:00
gsep_180,psep_183,,2001-03-26 18:45:00,,,,lasco_4303,2001-03-25 16:03:10,2001-03-25 17:06:05,360,360,677,677,gid_soho_6527,2001-03-25 16:25:00,2001-03-25 16:36:00,11,-25,16,C9.0,9402,FALSE,,,5.96,,,,248000,,,,6.61,2001-03-27 17:45:00,,,0,P,,,,Peak due to Probable ESP - SRAG-SEP,2001-03-26 06:45:00,2001-03-28 00:05:00
gsep_181,psep_184,cdaw_sep_032,2001-03-29 13:00:00,2001-03-29 12:15:00,2001-03-30 06:10:00,35,lasco_4323,2001-03-29 09:40:18,2001-03-29 10:26:00,360,360,942,942,gid_soho_6563,2001-03-29 09:57:00,2001-03-29 10:15:00,18,19,20,X1.7,9393,FALSE,,35,26.65,3.17,0.83,,2750000,357000,121000,,35.4,2001-03-30 06:10:00,2019-03-29 10:03:00,2019-03-29 10:12:00,1,P,,,Fe-rich; ;p-rich; ,Updated AR from SRAG-SEP,2001-03-29 00:15:00,2001-03-31 15:00:00
gsep_182,psep_185,,2001-04-02 11:20:00,,,,lasco_4346,2001-04-02 10:58:38,2001-04-02 11:26:05,80,50,992,992,gid_soho_6607,2001-04-02 10:58:00,2001-04-02 11:36:00,38,62,17,X1.1,9393,TRUE,,,832.63,128.45,14.51,2.18,39300000,5150000,823000,213000,4.16,2001-04-02 19:05:00,,,0,P,,,Fe-rich; ;p-rich; ,Updated AR from SRAG-SEP; PSEP records the peak flux including the peak of the next event.,2001-04-01 23:20:00,2001-04-02 23:00:00
gsep_183,psep_186,cdaw_sep_033,2001-04-02 23:15:00,2001-04-02 23:10:00,2001-04-03 07:45:00,1110,lasco_4349,2001-04-02 21:38:38,2001-04-02 22:06:00,244,100,2505,2505,gid_soho_6605,2001-04-02 21:32:00,2001-04-02 21:51:00,19,78,17,X20,9393,FALSE,,1110,832.63,128.45,14.51,2.18,38100000,4890000,703000,150000,1110.0,2001-04-03 07:45:00,2019-04-02 21:52:00,2019-04-02 22:05:00,1,P,,,Fe-rich; ;p-rich; ,,2001-04-02 12:10:00,2001-04-05 13:45:00
gsep_184,psep_187,,2001-04-09 16:05:00,,,,lasco_4378,2001-04-09 15:22:17,2001-04-09 15:54:02,360,360,1192,1192,gid_soho_6643,2001-04-09 15:20:00,2001-04-09 15:34:00,14,4,-21,M7.9,9415,FALSE,,,5.99,2.37,1.06,0.55,252000,99900,43600,19600,5.89,2001-04-09 23:35:00,,,0,P,,,Fe-rich; ;p-rich; ,,2001-04-09 04:05:00,2001-04-10 07:45:00
gsep_185,psep_188,cdaw_sep_034,2001-04-10 07:50:00,2001-04-10 08:15:00,2001-04-11 20:55:00,118,lasco_4382,2001-04-10 05:16:50,2001-04-10 05:30:00,360,360,2411,2411,gid_soho_6649,2001-04-10 05:06:00,2001-04-10 05:26:00,20,9,-23,X2.3,9415,FALSE,,355,249.42,9.3,1.44,,13700000,1040000,160000,,355.0,2001-04-11 20:55:00,2019-04-10 05:13:00,2019-04-10 05:24:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2001-04-09 20:15:00,2001-04-12 11:00:00
gsep_186,psep_189,cdaw_sep_035,2001-04-12 11:20:00,2001-04-12 11:40:00,2001-04-12 18:00:00,51,lasco_4389,2001-04-12 10:01:05,2001-04-12 10:31:00,360,360,1184,1184,gid_soho_6664,2001-04-12 09:39:00,2001-04-12 10:28:00,49,43,-19,X2.0,9415,FALSE,,51,41.31,10.31,2.68,0.86,2430000,526000,176000,72800,50.5,2001-04-12 18:00:00,2019-04-12 10:18:00,2019-04-12 10:36:00,1,P,,,Fe-rich; ;p-rich; ,,2001-04-11 23:40:00,2001-04-13 06:00:00
gsep_187,psep_190,cdaw_sep_036,2001-04-15 13:50:00,2001-04-15 14:00:00,2001-04-15 19:20:00,951,lasco_4404,2001-04-15 13:22:23,2001-04-15 14:06:00,167,167,1199,1199,gid_soho_6673,2001-04-15 13:19:00,2001-04-15 13:50:00,31,85,-20,X14.4,9415,FALSE,,951,825.07,379.93,200.66,105.45,36100000,9790000,3720000,1560000,951.0,2001-04-15 19:20:00,2019-04-15 13:48:00,2019-04-15 14:05:00,1,P,,,Fe-rich; ;p-rich; ,,2001-04-15 02:00:00,2001-04-16 23:50:00
gsep_188,psep_191,cdaw_sep_037,2001-04-18 02:35:00,2001-04-18 03:00:00,2001-04-18 10:45:00,321,lasco_4410,2001-04-18 02:06:24,2001-04-18 02:30:00,360,360,2465,2465,gid_soho_6694,2001-04-18 02:11:00,2001-04-18 02:14:00,3,115,-20,C2.2,9415,FALSE,,321,257.46,63.03,19.3,7.32,11500000,2560000,766000,277000,321.0,2001-04-18 10:45:00,2019-04-18 02:17:00,2019-04-18 02:55:00,1,P,,,Fe-rich; ;p-rich; ,AR verified by SRAG-SEP List,2001-04-17 15:00:00,2001-04-19 12:05:00
gsep_189,psep_192,cdaw_sep_038,2001-04-26 21:55:00,2001-04-27 01:05:00,2001-04-28 05:00:00,8,lasco_4445,2001-04-26 11:40:06,2001-04-26 12:30:00,360,360,1006,1006,gid_soho_6757,2001-04-26 11:26:00,2001-04-26 13:12:00,106,31,17,M7.8,9433,FALSE,,57,43.12,,,,479000,,,,57.5,2001-04-28 05:00:00,2019-04-26 13:35:00,2019-04-26 12:40:00,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,CME Speed as in SRAG-SEP,2001-04-26 13:05:00,2001-04-28 15:25:00
gsep_190,psep_193,cdaw_sep_039,2001-05-07 13:40:00,2001-05-07 14:00:00,2001-05-08 07:55:00,30,lasco_4490,2001-05-07 11:44:43,2001-05-07 12:06:00,205,286,1223,1223,,,,,,, ,,,,30,21.71,1.61,0.67,,1700000,280000,141000,,30.0,2001-05-08 07:55:00,,2019-05-07 13:12:00,1,P,,,Fe-rich; ;p-rich; ,,2001-05-07 02:00:00,2001-05-09 07:20:00
gsep_191,psep_194,,2001-05-20 06:55:00,,,,lasco_4544,2001-05-20 05:17:57,2001-05-20 06:26:05,179,179,546,546,gid_soho_6895,2001-05-20 06:00:00,2001-05-20 06:03:00,3,94,-17,M6.4,9455,TRUE,,,8.4,2.92,1.25,0.57,433000,170000,75700,35900,9.16,2001-05-20 14:10:00,,,0,P,,,Fe-rich; ;p-rich; ,Behind Western Limb - SRAG-SEP,2001-05-19 18:55:00,2001-05-21 06:55:00
gsep_192,psep_195,cdaw_sep_040,2001-06-15 15:55:00,2001-06-15 16:25:00,2001-06-16 00:05:00,27,lasco_4663,2001-06-15 15:17:53,2001-06-15 15:56:00,360,360,1701,1701,gid_soho_7067,2001-06-15 16:15:00,,,115,-8,,9494,FALSE,,27,20.2,3.67,0.96,0.7,1610000,308000,138000,71800,26.8,2001-06-16 00:05:00,2019-06-15 15:33:00,2019-06-15 15:42:00,1,P,,,Fe-poor; ;p-rich; no shock passage,,2001-06-15 04:25:00,2001-06-17 01:25:00
